Mã tin,Loại BĐS,Khu vực,Địa chỉ,Diện tích (m2),Pháp lý,Giá (tỷ),Lộ giới (m),Số lầu,Số phòng ngủ,Số điện thoại liên hệ,Link truy cập
3351784,Nhà mặt tiền,Hà Nội," Quận Long Biên, Hà Nội",100.0,Sổ hồng/ Sổ đỏ,32.0,30.0,6,4,0947.758.834,https://i-batdongsan.com/mat-pho-nguyen-van-cu-100m2-6-tang-thang-may-via-he-thenh-thang-mt-rong-nhinh-32-ty--3351784.html
4421216,Nhà mặt tiền,Hà Nội," Huyện Thanh Trì, Hà Nội",315.0,Sổ hồng/ Sổ đỏ,156.0,30.0,10,20,0983.630.136,https://i-batdongsan.com/-ban-toa-van-phong-mat-pho-thanh-liet-315m2-10t-mt-15m-co-ham-chi-156-ty--4421216.html
4723968,"Phòng trọ, nhà trọ",Hà Nội," Quận Đống Đa, Hà Nội",195.0,Sổ hồng/ Sổ đỏ,45.0,30.0,8,9,0973.181.606,https://i-batdongsan.com/-ban-toa-nha-van-phong-mat-pho-truong-chinh-dong-da-195m2-8t-mt-4-1m-chi-45-ty--4723968.html
4712601,"Nhà ngõ, hẻm",Hà Nội," Quận Đống Đa, Hà Nội",110.0,Sổ hồng/ Sổ đỏ,15.5,15.0,5,6,0974.473.300,https://i-batdongsan.com/-ban-nha-phan-lo-pho-thai-ha-dong-da-110m2-5t-mt-7-3m-chi-15-5-ty--4712601.html
2576354,Nhà mặt tiền,Hà Nội," Quận Long Biên, Hà Nội",120.0,Sổ hồng/ Sổ đỏ,14.8,5.0,3,6,0947.758.834,https://i-batdongsan.com/toa-nha-phan-lo-nguyen-son-o-to-tranh-via-he-mat-tien-7-2m-gia-chi-14-8-ty--2576354.html
4810251,"Nhà ngõ, hẻm",Hà Nội," Quận Ba Đình, Hà Nội",69.0,Sổ hồng/ Sổ đỏ,10.9,6.0,3,4,0903.238.018,https://i-batdongsan.com/ban-nha-tt-ba-dinh-phan-lo-can-bo-oto-vao-nha-so-hoa-hau-69m-gia-nhinh-10-ty-4810251.html
4606030,Đất,Hà Nội," Quận Nam Từ Liêm, Hà Nội",57.0,Sổ hồng/ Sổ đỏ,3.25,2.0,0,0,0919.988.236,https://i-batdongsan.com/ban-dat-my-dinh-nam-tu-liem-57m2-mt-4m-dau-tu-xay-ccmn-gia-chi-3-25-ty-4606030.html
3552674,Nhà mặt tiền,Hà Nội," Quận Ba Đình, Hà Nội",55.0,Sổ hồng/ Sổ đỏ,25.0,15.0,5,4,0912.923.523,https://i-batdongsan.com/ban-nha-mat-pho-nguyen-cong-hoan-55m-5-tang-gia-25-ty--3552674.html
4830559,"Nhà ngõ, hẻm",Hà Nội," Quận Cầu Giấy, Hà Nội",50.0,Sổ hồng/ Sổ đỏ,5.2,3.5,5,3,0868.906.898,https://i-batdongsan.com/cuc-hiem-ban-nha-cau-giay-50m2-5-tang-dep-gan-pho-chi-5-ty-4830559.html
4844118,"Nhà ngõ, hẻm",Hà Nội," Quận Đống Đa, Hà Nội",60.0,Sổ hồng/ Sổ đỏ,10.0,3.0,7,10,0947.758.834,https://i-batdongsan.com/can-ho-cao-cap-60m2-dang-van-ngu-7-tang-thang-may-ba-mat-thoang-noi-that-full-10-ty--4844118.html
4848777,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",113.0,Sổ hồng/ Sổ đỏ,8.4,8.0,3,5,0988.799.054,https://i-batdongsan.com/nha-duong-so-59-phuong-14-go-vap-hem-tai-8m-112m2-6-3x18-3-tang-gia-8-4-ty-4848777.html
4155742,Nhà mặt tiền,Hà Nội," Quận Hai Bà Trưng, Hà Nội",70.0,Sổ hồng/ Sổ đỏ,51.0,15.0,6,4,0912.923.523,https://i-batdongsan.com/ban-nha-mat-pho-trieu-viet-vuong-70m-6-tang-gia-51-ty--4155742.html
4830763,Nhà mặt tiền,Hà Nội," Quận Long Biên, Hà Nội",105.0,Sổ hồng/ Sổ đỏ,16.5,10.0,4,4,0906.098.086,https://i-batdongsan.com/nha-lo-goc-mat-pho-ngoc-thuy-105m-x-4tang-via-he-sat-cho-kinh-doanh-4830763.html
2211417,"Nhà ngõ, hẻm",Hà Nội," Quận Long Biên, Hà Nội",47.0,Sổ hồng/ Sổ đỏ,4.7,7.0,5,4,0947.758.834,https://i-batdongsan.com/mat-ngo-ngoc-thuy-o-to-tranh-kinh-doanh-cach-mipec-50m-47m2-4-7-ty--2211417.html
4830188,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",46.0,Sổ hồng/ Sổ đỏ,7.0,0.0,4,4,0937.099.054,https://i-batdongsan.com/ban-nha-dep-thong-nhat-phuong-10-go-vap-hem-5m-46m2-5x9-2-5-tang-gia-re-7-ty--4830188.html
4543129,Nhà mặt tiền,Hà Nội," Quận Đống Đa, Hà Nội",60.0,Sổ hồng/ Sổ đỏ,13.3,6.0,5,4,0912.923.523,https://i-batdongsan.com/ban-nha-pho-hoang-ngoc-phach-60m-5-tang-gia-13-3-ty--4543129.html
4793832,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận 7, Hồ Chí Minh",40.0,Sổ hồng/ Sổ đỏ,5.15,3.0,2,4,0901.851.503,https://i-batdongsan.com/ban-gap-nha-le-van-luong-ngang-4-01m-no-nhe-trung-tam-q7-nhinh-2-ty-thuong-luong-4793832.html
4820647,Đất,Hà Nội," Quận Nam Từ Liêm, Hà Nội",70.0,Sổ hồng/ Sổ đỏ,6.5,2.5,0,0,0919.988.236,https://i-batdongsan.com/ban-dat-le-duc-tho-my-dinh-70m2-xay-ccmn-dong-tien-hot-nhat-khu-vuc-4820647.html
4577409,Nhà mặt tiền,Hà Nội," Quận Hai Bà Trưng, Hà Nội",30.0,Sổ hồng/ Sổ đỏ,35.0,15.0,5,4,0912.923.523,https://i-batdongsan.com/ban-nha-mat-pho-tue-tinh-30m-5-tang-mat-tien-5-5m-gia-35-ty--4577409.html
4669875,"Nhà hàng, khách sạn",Hà Nội," Quận Hoàn Kiếm, Hà Nội",155.0,Sổ hồng/ Sổ đỏ,228.0,30.0,7,25,0904.641.162,https://i-batdongsan.com/-khach-san-vip-2-mat-pho-co-hang-vai-thuoc-bac-hk-155m2-7t-mt-8m-chi-228-ty--4669875.html
4831930,Nhà mặt tiền,Hà Nội," Quận Tây Hồ, Hà Nội",311.0,Sổ hồng/ Sổ đỏ,79.0,12.0,5,7,0906.098.086,https://i-batdongsan.com/biet-thu-sieu-hiem-tay-ho-4-thoang-311m-x-5tang-mat-tien-16m-no-hau-4831930.html
4853006,"Nhà ngõ, hẻm",Hà Nội," Quận Nam Từ Liêm, Hà Nội",39.0,Sổ hồng/ Sổ đỏ,3.0,2.0,5,5,0919.988.236,https://i-batdongsan.com/nha-me-tri-ha-nam-tu-liem-39m2-dan-xay-2-thoang-gia-chi-3-ty-4853006.html
4753324,Nhà mặt tiền,Hà Nội," Quận Hoàn Kiếm, Hà Nội",120.0,Sổ hồng/ Sổ đỏ,63.0,11.0,2,2,0906.098.086,https://i-batdongsan.com/ban-nha-mat-pho-hang-chieu-120m-mat-tien-rong-kinh-doanh-ngay-dem-4753324.html
4825600,"Nhà ngõ, hẻm",Đông Nam Bộ," Thành phố Biên Hoà, Đồng Nai",115.0,Sổ hồng/ Sổ đỏ,2.65,7.0,1,3,0398.577.946,https://i-batdongsan.com/nha-so-rieng-gan-truong-mam-non-hoang-yen-phuong-trang-dai-bien-hoa-dong-nai-4825600.html
4740795,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",45.0,Chưa Xác Định,2.3,0.0,2,2,0973.455.512,https://i-batdongsan.com/-d-3-tang-45m2-tang-full-noi-that-gan-nguyen-oanh-4740795.html
4858662,Căn hộ chung cư,Hà Nội," Quận Nam Từ Liêm, Hà Nội",86.0,Sổ hồng/ Sổ đỏ,2.9,0.0,1,3,0919.988.236,https://i-batdongsan.com/cc-789-bo-quoc-phong-my-dinh-86m2-3-phong-ngu-gia-chi-2-ty-hon-4858662.html
4778548,"Nhà ngõ, hẻm",Hà Nội," Huyện Hoài Đức, Hà Nội",46.0,Sổ hồng/ Sổ đỏ,3.3,2.5,4,4,0898.308.566,https://i-batdongsan.com/can-ban-nha-tai-thon-den-di-trach-nha-xay-moi-4-tang-full-noi-that-gia-3-ty-3-pb-4778548.html
4422853,Biệt thự,Hà Nội," Quận Hoàng Mai, Hà Nội",210.0,Sổ hồng/ Sổ đỏ,32.0,30.0,5,5,0973.181.606,https://i-batdongsan.com/-ban-biet-thu-tay-nam-linh-dam-210m2-5t-thang-may-mt-10-5m-sieu-kd-chi-32-ty--4422853.html
4783928,"Nhà ngõ, hẻm",Hà Nội," Huyện Hoài Đức, Hà Nội",41.0,Sổ hồng/ Sổ đỏ,2.5,2.5,4,4,0898.308.566,https://i-batdongsan.com/ban-gap-nha-kim-chung-dien-tich-41-m2-noi-that-xin-son-kova-lan-can-go-lim-kien-truc-4783928.html
4870949,"Nhà ngõ, hẻm",Hà Nội," Quận Nam Từ Liêm, Hà Nội",55.0,Sổ hồng/ Sổ đỏ,7.5,4.0,5,6,0919.988.236,https://i-batdongsan.com/nha-dinh-thon-my-dinh-song-da-55m2-5-tang-o-to-ngo-thong-can-ban-4870949.html
4573864,"Nhà ngõ, hẻm",Hà Nội," Quận Hoàng Mai, Hà Nội",39.0,Sổ hồng/ Sổ đỏ,3.68,3.7,5,4,0963.139.980 / 0986.430.899,https://i-batdongsan.com/cc-ban-nha-tu-xay-mat-ngo-nguyen-duc-canh-hoang-mai-39m-5t-sdcc-chi-3-68-ty-096313998-4573864.html
4434040,"Nhà hàng, khách sạn",Hà Nội," Quận Ba Đình, Hà Nội",180.0,Sổ hồng/ Sổ đỏ,105.0,30.0,9,15,0973.181.606,https://i-batdongsan.com/-sieu-apartment-mat-pho-kim-ma-thuong-ba-dinh-180m2-9t-mt-7-5m-tay-thue-105-ty--4434040.html
4447111,"Nhà hàng, khách sạn",Hà Nội," Quận Ba Đình, Hà Nội",90.0,Sổ hồng/ Sổ đỏ,32.0,10.0,14,15,0983.630.136,https://i-batdongsan.com/-toa-apartment-can-ho-cho-thue-lieu-giai-o-to-90m2-9t-14-phong-180tr-thang--4447111.html
4799794,Nhà mặt tiền,Hà Nội," Quận Đống Đa, Hà Nội",85.0,Sổ hồng/ Sổ đỏ,41.0,10.0,3,0,0906.098.086,https://i-batdongsan.com/ban-nha-lo-goc-mat-pho-dong-da-85m-mat-tien-8-5m-via-he-dac-dia-kinh-doanh-4799794.html
4824195,"Nhà ngõ, hẻm",Hà Nội," Quận Nam Từ Liêm, Hà Nội",40.0,Sổ hồng/ Sổ đỏ,6.2,4.0,5,3,0912.145.912,https://i-batdongsan.com/ban-nha-nguyen-dong-chi-40m-5t-gara-gan-pho-nhinh-6-ty-4824195.html
4750408,Nhà mặt tiền,Hà Nội," Quận Bắc Từ Liêm, Hà Nội",40.0,Sổ hồng/ Sổ đỏ,2.25,2.0,1,1,0855.994.488,https://i-batdongsan.com/ban-dat-o-cau-dien-phuc-dien-40m2-mt5m-gia-2-25ty-canh-pho-3-mat-thoang-4750408.html
4564363,"Nhà ngõ, hẻm",Hà Nội," Quận Hoàng Mai, Hà Nội",39.0,Sổ hồng/ Sổ đỏ,3.6,4.0,4,3,0963.139.980 / 0986.430.899,https://i-batdongsan.com/chinh-chu-ban-nha-giap-bat-giai-phong-mat-ngo-thong-o-to-39m-4-tang-3-6-ty-0963139980-4564363.html
4743700,Nhà mặt tiền,Hà Nội," Quận Đống Đa, Hà Nội",65.0,Sổ hồng/ Sổ đỏ,26.5,22.0,7,0,0906.098.086,https://i-batdongsan.com/toa-nha-van-phong-mat-pho-dong-da-65m-x-7tang-mat-tien-7-5m-no-hau-thong-san-4743700.html
4589411,Nhà mặt tiền,Hà Nội," Quận Đống Đa, Hà Nội",38.0,Sổ hồng/ Sổ đỏ,21.9,30.0,5,5,0904.216.450,https://i-batdongsan.com/-mat-pho-vip-xa-dan-lo-goc-sieu-kd-38m2-6t-mt-3-5m-giam-chao-21-9-ty--4589411.html
4548859,Nhà mặt tiền,Hà Nội," Quận Ba Đình, Hà Nội",60.0,Sổ hồng/ Sổ đỏ,19.0,6.0,4,4,0912.923.523,https://i-batdongsan.com/ban-nha-phan-lo-pho-van-cao-60m-gia-19-ty--4548859.html
4727878,"Nhà hàng, khách sạn",Hà Nội," Quận Đống Đa, Hà Nội",141.0,Sổ hồng/ Sổ đỏ,99.0,30.0,2,2,0904.216.450,https://i-batdongsan.com/-ban-nha-hang-mat-pho-van-mieu-dong-da-141m2-2t-mt-6m-chi-99-ty--4727878.html
4752107,Nhà mặt tiền,Hà Nội," Quận Đống Đa, Hà Nội",118.0,Sổ hồng/ Sổ đỏ,42.0,30.0,3,6,0911.214.718,https://i-batdongsan.com/-re-nhat-mat-pho-ton-duc-thang-dong-da-118m2-3t-mt-gan-5m-chi-42-ty--4752107.html
4691470,"Nhà ngõ, hẻm",Hà Nội," Quận Hoàng Mai, Hà Nội",48.0,Sổ hồng/ Sổ đỏ,3.9,3.9,4,4,0963.139.980 / 0986.430.899,https://i-batdongsan.com/ban-nha-tan-mai-hoang-mai-dt-khung-48m-4t-o-to-kinh-doanh-onl-chi-3-ty-900-trieu-4691470.html
4598576,Nhà mặt tiền,Hà Nội," Quận Đống Đa, Hà Nội",50.0,Sổ hồng/ Sổ đỏ,22.5,30.0,6,4,0904.216.450,https://i-batdongsan.com/-ban-nha-pho-hoang-cau-dong-da-50m2-6t-mt-6m-kinh-doanh-chi-22-5-ty--4598576.html
4813297,Nhà mặt tiền,Hà Nội," Quận Long Biên, Hà Nội",64.0,Sổ hồng/ Sổ đỏ,15.1,7.0,5,3,0906.098.086,https://i-batdongsan.com/ban-nha-mat-pho-lam-du-64m-x-5tang-mat-tien-6m-gara-kinh-doanh-4813297.html
4784224,"Nhà ngõ, hẻm",Hà Nội," Huyện Hoài Đức, Hà Nội",36.0,Sổ hồng/ Sổ đỏ,2.95,2.5,5,4,0898.308.566,https://i-batdongsan.com/ban-nha-van-canh-36-m2-x-5-tang-4-ngu-nha-view-thoang-dep-anh-sang-tu-nhien--4784224.html
4834470,"Nhà ngõ, hẻm",Hà Nội," Quận Cầu Giấy, Hà Nội",65.0,Sổ hồng/ Sổ đỏ,5.5,3.5,5,5,0868.906.898,https://i-batdongsan.com/ban-nha-tai-chinh-5-ty-o-pho-dich-vong-cau-giay-65m2-4-tang-dep-kien-co-4834470.html
4718124,"Nhà ngõ, hẻm",Hà Nội," Quận Thanh Xuân, Hà Nội",40.0,Sổ hồng/ Sổ đỏ,6.56,15.0,4,4,0904.641.162,https://i-batdongsan.com/-ban-nha-pho-to-vinh-dien-thanh-xuan-40m2-4t-mt-3-7m-chi-6-56-ty--4718124.html
3805645,Nhà mặt tiền,Hà Nội," Quận Hai Bà Trưng, Hà Nội",86.0,Sổ hồng/ Sổ đỏ,65.0,20.0,4,3,0912.923.523,https://i-batdongsan.com/ban-nha-mat-pho-to-hien-thanh-86m-gia-65-ty--3805645.html
4740729,Đất,Hà Nội," Huyện Hoài Đức, Hà Nội",45.0,Sổ hồng/ Sổ đỏ,2.5,5.0,0,0,0898.308.566,https://i-batdongsan.com/sieu-hot-ban-nha-di-trach-dien-tich-45-m2-mat-tien-4-8-m-gia-chi-2-ty-5-pb-4740729.html
4736150,"Nhà ngõ, hẻm",Hà Nội," Huyện Hoài Đức, Hà Nội",50.0,Sổ hồng/ Sổ đỏ,3.2,6.0,4,4,0898.308.566,https://i-batdongsan.com/nha-4-tang-tai-hau-ai-dien-tich-50-m2-nam-sat-khu-do-thi-hud-di-chuyen-sieu-tien-pb-4736150.html
3437280,Nhà mặt tiền,Hà Nội," Quận Hai Bà Trưng, Hà Nội",60.0,Sổ hồng/ Sổ đỏ,32.0,25.0,8,6,0912.923.523,https://i-batdongsan.com/ban-nha-mat-pho-tran-dai-nghia-vi-tri-cuc-dep-60m-8-tang-thang-may-gia-32-ty--3437280.html
4624857,Nhà mặt tiền,Hà Nội," Quận Đống Đa, Hà Nội",30.0,Sổ hồng/ Sổ đỏ,12.5,30.0,4,4,0904.216.450,https://i-batdongsan.com/-ban-nha-mat-pho-o-cho-dua-dong-da-30m2-4t-mt-4-5m-sieu-kd-chi-12-5-ty--4624857.html
4104932,Nhà mặt tiền,Hà Nội," Quận Tây Hồ, Hà Nội",135.0,Sổ hồng/ Sổ đỏ,50.0,15.0,4,6,0977.552.342,https://i-batdongsan.com/hiem-nha-mat-pho-tay-ho-lo-goc-hai-thoang-kd-dinh-135m2-4-tang-mt-10m-nhinh-50-ty--4104932.html
4768936,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Thủ Đức, Hồ Chí Minh",250.0,Sổ hồng/ Sổ đỏ,11.0,4.5,2,16,0343.189.357,https://i-batdongsan.com/ban-nha-hoang-dieu-2-linh-chieu-thu-duc-250m2-hem-xe-hoi-ngang-13m-chi-nhinh-30tr-2--4768936.html
4748059,Nhà mặt tiền,Hà Nội," Quận Hoàn Kiếm, Hà Nội",50.0,Sổ hồng/ Sổ đỏ,68.0,20.0,2,2,0912.923.523,https://i-batdongsan.com/ban-nha-mat-pho-le-thai-to-50m-mat-tien-5m-gia-68-ty--4748059.html
4415411,Mặt bằng,Hà Nội," Quận Tây Hồ, Hà Nội",150.0,Sổ hồng/ Sổ đỏ,120.0,30.0,1,4,0937.272.112,https://i-batdongsan.com/-ban-nha-mat-pho-trich-sai-view-ho-tay-150m2-c4-mt-9m-chi-120-ty--4415411.html
4742174,Đất,Hà Nội," Huyện Hoài Đức, Hà Nội",45.0,Sổ hồng/ Sổ đỏ,2.5,5.0,0,0,0898.308.566,https://i-batdongsan.com/chu-can-ban-gap-nha-5-tang-tai-di-trach-dien-tich-45-m2-mat-tien-4-8-m-sieu-rong-pb-4742174.html
4706457,Biệt thự,Hà Nội," Quận Ba Đình, Hà Nội",168.0,Sổ hồng/ Sổ đỏ,36.0,15.0,4,4,0983.630.136,https://i-batdongsan.com/-ban-nha-mat-pho-doi-can-ba-dinh-168m2-4t-mt-10m-chi-36-ty--4706457.html
4180057,Nhà mặt tiền,Hà Nội," Quận Cầu Giấy, Hà Nội",130.0,Sổ hồng/ Sổ đỏ,62.0,25.0,4,5,0912.923.523,https://i-batdongsan.com/ban-nha-mat-pho-vu-pham-ham-130m-gia-62-ty--4180057.html
4859810,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Bình Thạnh, Hồ Chí Minh",45.0,Sổ hồng/ Sổ đỏ,15.0,3.0,2,2,0949.044.699,https://i-batdongsan.com/nha-ban-2tang-3x15-hem-5m-nguyen-thuong-hien-binh-thanh-gia-2-xt-4859810.html
4619251,Nhà mặt tiền,Hà Nội," Quận Hoàn Kiếm, Hà Nội",63.0,Sổ hồng/ Sổ đỏ,16.5,5.0,7,15,0904.216.450,https://i-batdongsan.com/-ban-khach-san-pho-co-cau-go-hoan-kiem-63m2-7t-mt-6m-300tr-thang-chi-16-5-ty--4619251.html
4423591,"Nhà ngõ, hẻm",Hà Nội," Quận Đống Đa, Hà Nội",76.0,Sổ hồng/ Sổ đỏ,15.5,30.0,1,3,0936.483.090,https://i-batdongsan.com/-ban-nha-o-dong-lam-ho-ba-mau-dong-da-o-to-76m2-c4-mt-5-2m-chi-15-5-ty--4423591.html
2539718,Nhà mặt tiền,Hà Nội," Quận Long Biên, Hà Nội",55.0,Sổ hồng/ Sổ đỏ,9.5,5.0,4,4,0947.758.834,https://i-batdongsan.com/mat-pho-long-bien-55m2-lo-goc-via-he-kinh-doanh-thong-so-hoa-hau-nhinh-9-5-ty--2539718.html
4721100,"Nhà ngõ, hẻm",Hà Nội," Huyện Hoài Đức, Hà Nội",60.0,Sổ hồng/ Sổ đỏ,4.9,4.0,4,4,0898.308.566,https://i-batdongsan.com/ban-nha-tai-tap-the-trung-tam-75-nha-phan-lo-s-60m2-mat-tien-4-5-m-lo-goc-2-mat-4721100.html
4296452,Biệt thự,Hà Nội," Quận Hoàng Mai, Hà Nội",115.0,Sổ hồng/ Sổ đỏ,21.5,15.0,8,8,0982.833.366,https://i-batdongsan.com/-chinh-chu-ban-nha-kim-giang-115m2-8-tang-mt-6m-gara-sat-pho-chi-21-5-ty--4296452.html
4064989,"Nhà ngõ, hẻm",Hà Nội," Quận Long Biên, Hà Nội",45.0,Sổ hồng/ Sổ đỏ,6.7,10.0,6,6,0947.758.834,https://i-batdongsan.com/thanh-am-45m2-o-to-tranh-via-he-nha-moi-6-tang-thang-may-noi-that-xin-nhinh-6-7-ty--4064989.html
4422088,Nhà mặt tiền,Hà Nội," Quận Cầu Giấy, Hà Nội",166.0,Sổ hồng/ Sổ đỏ,54.0,30.0,5,6,0973.181.606,https://i-batdongsan.com/-sieu-biet-thu-vip-pho-hoang-sam-nghia-do-166m2-5t-thang-may-mt-10m-chi-54-ty--4422088.html
4727596,Đất,Hà Nội," Huyện Hoài Đức, Hà Nội",70.0,Sổ hồng/ Sổ đỏ,3.5,6.0,0,0,0898.308.566,https://i-batdongsan.com/ban-manh-dat-duc-thuong-dien-tich-70-m2-mat-tien-5-5m-gia-chi-3-ty-5-pb-4727596.html
4744861,Biệt thự,Hà Nội," Quận Hoàng Mai, Hà Nội",340.0,Sổ hồng/ Sổ đỏ,46.5,30.0,4,6,0982.833.366,https://i-batdongsan.com/-ban-biet-thu-kdt-phap-van-hoang-mai-340m2-4t-mt-30m-chi-46-5-ty--4744861.html
4720651,Đất,Hà Nội," Huyện Hoài Đức, Hà Nội",45.0,Sổ hồng/ Sổ đỏ,1.3,8.0,0,0,0898.308.566,https://i-batdongsan.com/chu-nha-dang-no-tien-ngan-hang-nen-nho-ban-gap-manh-dat-tai-tram-troi-gia-chi-1-ty-3-4720651.html
4728970,Đất,Hà Nội," Huyện Hoài Đức, Hà Nội",45.0,Sổ hồng/ Sổ đỏ,1.6,4.0,0,0,0898.308.566,https://i-batdongsan.com/ban-dat-di-trach-gia-sieu-hoi-chi-1-ty-6-hiem-co-kho-gap-pb-4728970.html
4729013,"Nhà ngõ, hẻm",Hà Nội," Huyện Hoài Đức, Hà Nội",55.0,Sổ hồng/ Sổ đỏ,1.75,5.0,1,1,0898.308.566,https://i-batdongsan.com/ban-nha-tai-cuu-quan-dien-tich-55-m3-xay-1-tang-mat-tien-6-m-gia-1-ty-75-pb-4729013.html
4836940,"Nhà ngõ, hẻm",Hà Nội," Quận Nam Từ Liêm, Hà Nội",42.0,Sổ hồng/ Sổ đỏ,4.75,3.5,5,4,0855.994.488,https://i-batdongsan.com/cuc-hiem-ban-nha-199-ho-tung-mau-nha-dan-tu-xay-43m2-4tang-canh-o-to-chi-nhinh-4ty-4836940.html
3505754,"Nhà ngõ, hẻm",Hà Nội," Quận Long Biên, Hà Nội",130.0,Sổ hồng/ Sổ đỏ,15.0,7.0,6,6,0947.758.834,https://i-batdongsan.com/hong-tien-o-to-7-cho-vao-nha-130m2-6-tang-kinh-doanh-mt-gan-7m-nha-moi-nhinh-15-ty--3505754.html
4726746,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Tân Bình, Hồ Chí Minh",28.0,Sổ hồng/ Sổ đỏ,4.885,8.0,6,3,0903.356.875,https://i-batdongsan.com/nhinh-4ty-re-nhat-quan-tan-binh-ly-thuong-kiet-6tang-btct-dep-moi-o-ngay--4726746.html
2378994,"Nhà ngõ, hẻm",Hà Nội," Quận Long Biên, Hà Nội",35.0,Sổ hồng/ Sổ đỏ,2.95,5.0,5,3,0947.758.834,https://i-batdongsan.com/nha-moi-chu-tu-xay-35m2-ngoc-thuy-gan-o-to-canh-truong-quoc-te-phap-2-95-ty--2378994.html
4298999,Nhà mặt tiền,Hà Nội," Quận Ba Đình, Hà Nội",75.0,Sổ hồng/ Sổ đỏ,30.0,10.0,4,5,0977.552.342,https://i-batdongsan.com/hiem-view-ho-nha-mat-pho-truc-bach-via-he-rong-kd-dinh-75m2-4-tang-nhinh-30-ty--4298999.html
2924878,Nhà mặt tiền,Hà Nội," Quận Long Biên, Hà Nội",220.0,Sổ hồng/ Sổ đỏ,2.4,7.0,1,2,0947.758.834,https://i-batdongsan.com/220m2-mat-pho-bo-de-kinh-doanh-dinh-hai-lan-o-to-tranh-mt-12m-nhinh-24-ty--2924878.html
4676749,"Nhà ngõ, hẻm",Hà Nội," Quận Hoàng Mai, Hà Nội",100.0,Sổ hồng/ Sổ đỏ,3.2,5.0,1,1,0947.758.834,https://i-batdongsan.com/100m2-dinh-cong-mot-mat-ngo-o-to-tranh-kinh-doanh-mot-mat-ho-mt-4m-via-he-nhinh-3-2-ty--4676749.html
4713542,"Nhà ngõ, hẻm",Hà Nội," Huyện Hoài Đức, Hà Nội",35.0,Sổ hồng/ Sổ đỏ,2.1,4.0,5,4,0898.308.566,https://i-batdongsan.com/ban-nha-5-tang-mat-tien-4-5m-dien-tich-35m2-tai-kim-hoang-van-canh-ngay-gan-cho-canh-4713542.html
4593405,"Nhà ngõ, hẻm",Hà Nội," Quận Long Biên, Hà Nội",45.0,Sổ hồng/ Sổ đỏ,8.0,6.0,6,5,0988.030.238,https://i-batdongsan.com/vip-nha-phan-lo-nguyen-son-6t-thang-may-fun-noi-that-oto-tranh-kd-45m2-nhinh-8-ty--4593405.html
4835147,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Bình Tân, Hồ Chí Minh",24.0,Sổ hồng/ Sổ đỏ,1.0,3.5,2,2,0949.044.699,https://i-batdongsan.com/nha-ban-2-tang-4x8m2-gan-ben-xe-mien-tay-binh-tan-gia-1-xty-4835147.html
4848015,Nhà mặt tiền,Hà Nội," Quận Hai Bà Trưng, Hà Nội",75.0,Sổ hồng/ Sổ đỏ,15.2,30.0,5,5,0904.641.162,https://i-batdongsan.com/-mat-pho-truong-dinh-hai-ba-trung-75m2-5t-thang-may-mt-5-5m-sieu-kd-chi-15-2-ty--4848015.html
2199914,Nhà mặt tiền,Hà Nội," Quận Đống Đa, Hà Nội",63.0,Sổ hồng/ Sổ đỏ,16.5,8.0,7,8,0912.923.523,https://i-batdongsan.com/ban-nha-pho-hoang-cau-phan-lo-o-to-tranh-63m-7-tang-thang-may-gia-16-5-ty--2199914.html
4584856,Nhà mặt tiền,Hà Nội," Quận Cầu Giấy, Hà Nội",170.0,Sổ hồng/ Sổ đỏ,49.5,30.0,6,6,0937.272.112,https://i-batdongsan.com/-ban-nha-mat-pho-ton-that-thuyet-120m2-6t-thang-may-mt-5-5m-chi-62-ty--4584856.html
4622130,Nhà mặt tiền,Hà Nội," Quận Đống Đa, Hà Nội",36.0,Sổ hồng/ Sổ đỏ,13.4,30.0,6,4,0904.216.450,https://i-batdongsan.com/-ban-nha-mat-pho-kham-thien-dong-da-36m2-6t-sieu-kd-chi-13-4-ty--4622130.html
4711967,"Nhà ngõ, hẻm",Hà Nội," Huyện Hoài Đức, Hà Nội",74.0,Sổ hồng/ Sổ đỏ,6.7,5.0,7,12,0914.773.359,https://i-batdongsan.com/chu-can-ban-nha-xay-chung-cu-mini-gan-dh-thanh-do-thiet-ke-12-phong-day-du-thiet-bi-noi-4711967.html
3625804,Nhà mặt tiền,Hà Nội," Quận Cầu Giấy, Hà Nội",81.0,Sổ hồng/ Sổ đỏ,69.5,25.0,8,8,0912.923.523,https://i-batdongsan.com/ban-nha-mat-pho-trug-kinh-mat-tien-5-5m-8-tang-thang-may-gia-69-5-ty--3625804.html
